C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2017/07/08,02:15:00,0000000285202929,,0000000285202674
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2017/06/23 03:30:00",1,TAS1,7,976.73,2133.53,0,-0.12,511.4,0,-465.33,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,176.56,,,,,,,,111.26,,,,,,,,89.01,,,,,,"2017/06/23 03:25:03",975.87,976.73,,12.67,,,,38,,,,,,,,,,,,,,,,,,,170.24,1146.97,145.53
D,TRADING,REGIONSUM,4,"2017/06/23 03:30:00",1,VIC1,7,4159.52,8927.27,0,-8.28,5187.5,0,1027.98,0,,,125.53,,,,,,,,160,,,,,,,,109.75,,,,,,,,51.17,,,,,,,,126.55,,,,,,,,115.43,,,,,,"2017/06/23 03:25:03",4180.94,4180,,0,,,,7.72,,,,,,,,,,,,,,,,,,,277.71,4457.71,507.27
D,TRADING,REGIONSUM,4,"2017/06/23 04:00:00",1,NSW1,8,6946.87,12459.28,0,-19.93,5567.58,0,-1379.28,0,,,76,,,,,,,,43.51,,,,,,,,16,,,,,,,,235,,,,,,,,133.29,,,,,,,,167.64,,,,,,"2017/06/23 03:55:03",7000.75,6980.81,,47.33,,,,51,,,,,,,,,,,,,,,,,,,41.38,7022.19,180.28
D,TRADING,REGIONSUM,4,"2017/06/23 04:00:00",1,QLD1,8,5138.88,10148.67,476,-11.91,6219.52,196.67,883.97,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,43,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/23 03:55:03",5322.46,5352.99,,60,,,,31.67,,,,,,,,,,,,,,,,,,,131.21,5484.20,0
D,TRADING,REGIONSUM,4,"2017/06/23 04:00:00",1,SA1,8,1083.04,2869.03,0,-5.08,1030.03,0,-53.01,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,"2017/06/23 03:55:03",1094.59,1083.24,,0,,,,0,,,,,,,,,,,,,,,,,,,143.11,1226.35,399.03
D,TRADING,REGIONSUM,4,"2017/06/23 04:00:00",1,TAS1,8,986.9,2124.02,0,0.3,521.57,0,-465.33,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,174.37,,,,,,,,101.15,,,,,,,,80.92,,,,,,"2017/06/23 03:55:03",985.08,986.9,,12.67,,,,38,,,,,,,,,,,,,,,,,,,172.2,1159.10,136.02
D,TRADING,REGIONSUM,4,"2017/06/23 04:00:00",1,VIC1,8,4128.43,8955.3,0,-7.04,5215.82,0,1087.38,0,,,125.45,,,,,,,,160,,,,,,,,109.51,,,,,,,,57,,,,,,,,138.32,,,,,,,,124.21,,,,,,"2017/06/23 03:55:03",4155.9,4150.58,,0,,,,9.33,,,,,,,,,,,,,,,,,,,299.58,4450.16,535.3
D,TRADING,REGIONSUM,4,"2017/06/23 04:30:00",1,NSW1,9,6951.34,12450.21,0,-1.5,5478.02,0,-1473.31,0,,,76,,,,,,,,54.78,,,,,,,,18.36,,,,,,,,231.67,,,,,,,,100.26,,,,,,,,129.19,,,,,,"2017/06/23 04:25:03",6998.74,6992.22,,53.7,,,,46.17,,,,,,,,,,,,,,,,,,,52.75,7044.97,210.21
D,TRADING,REGIONSUM,4,"2017/06/23 04:30:00",1,QLD1,9,5203.9,10409,240,8.64,6222.27,0,1018.38,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,43,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/23 04:25:03",5248.26,5229.68,,63.8,,,,16.83,,,,,,,,,,,,,,,,,,,133.3,5362.98,0
D,TRADING,REGIONSUM,4,"2017/06/23 04:30:00",1,SA1,9,1065.88,2897.84,0,-2.03,1058.84,0,-7.05,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,"2017/06/23 04:25:03",1072.23,1065.86,,0,,,,0,,,,,,,,,,,,,,,,,,,148.58,1214.44,427.84
D,TRADING,REGIONSUM,4,"2017/06/23 04:30:00",1,TAS1,9,985.86,2121.27,0,1.51,510.36,0,-475.5,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,175.67,,,,,,,,126.88,,,,,,,,101.5,,,,,,"2017/06/23 04:25:03",989.38,985.86,,2.5,,,,50,,,,,,,,,,,,,,,,,,,172.39,1158.25,153.27
D,TRADING,REGIONSUM,4,"2017/06/23 04:30:00",1,VIC1,9,4121.05,8982.22,0,4.28,5146.72,0,1025.67,0,,,125.79,,,,,,,,160,,,,,,,,118.42,,,,,,,,59,,,,,,,,146.18,,,,,,,,142.62,,,,,,"2017/06/23 04:25:03",4141.94,4142.59,,0,,,,17,,,,,,,,,,,,,,,,,,,302.35,4444.94,564.22
D,TRADING,REGIONSUM,4,"2017/06/23 05:00:00",1,NSW1,10,7093.5,12422.62,0,16.17,5639.28,0,-1454.22,0,,,76,,,,,,,,47.77,,,,,,,,16.34,,,,,,,,235,,,,,,,,108.22,,,,,,,,154.95,,,,,,"2017/06/23 04:55:03",7106.87,7131.97,,55.56,,,,52,,,,,,,,,,,,,,,,,,,53.12,7185.09,182.62
D,TRADING,REGIONSUM,4,"2017/06/23 05:00:00",1,QLD1,10,5274.95,10409,240,10.91,6231.28,0,956.33,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,43,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/23 04:55:03",5286.39,5296.76,,59.34,,,,21.67,,,,,,,,,,,,,,,,,,,134.28,5431.04,0
D,TRADING,REGIONSUM,4,"2017/06/23 05:00:00",1,SA1,10,1065.12,2927.92,0,1.25,1088.92,0,23.8,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,"2017/06/23 04:55:03",1071.39,1065.04,,0,,,,0,,,,,,,,,,,,,,,,,,,140.93,1205.97,457.92
D,TRADING,REGIONSUM,4,"2017/06/23 05:00:00",1,TAS1,10,1004.49,2123.91,0,2.46,531.59,0,-472.9,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,171.51,,,,,,,,127.58,,,,,,,,102.06,,,,,,"2017/06/23 04:55:03",1002.64,1004.49,,5.1,,,,50,,,,,,,,,,,,,,,,,,,170.44,1174.93,156.57
D,TRADING,REGIONSUM,4,"2017/06/23 05:00:00",1,VIC1,10,4241.71,9000.25,0,3.13,5270.91,0,1029.2,0,,,124.46,,,,,,,,160,,,,,,,,113.44,,,,,,,,59,,,,,,,,133.21,,,,,,,,112,,,,,,"2017/06/23 04:55:03",4255.27,4263.73,,0,,,,6.33,,,,,,,,,,,,,,,,,,,299.85,4563.58,582.25
D,TRADING,REGIONSUM,4,"2017/06/23 05:30:00",1,NSW1,11,7458.12,12487.85,0,52.25,6363.48,0,-1094.64,0,,,76,,,,,,,,40.58,,,,,,,,16,,,,,,,,243.75,,,,,,,,123.27,,,,,,,,169.53,,,,,,"2017/06/23 05:25:04",7417.37,7475.35,,58.04,,,,50.5,,,,,,,,,,,,,,,,,,,47.24,7522.59,167.85
D,TRADING,REGIONSUM,4,"2017/06/23 05:30:00",1,QLD1,11,5529.15,10441,240,25.03,6261.61,0,732.46,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,43,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/23 05:25:04",5513,5538.28,,61.78,,,,24.5,,,,,,,,,,,,,,,,,,,134.61,5672.89,0
D,TRADING,REGIONSUM,4,"2017/06/23 05:30:00",1,SA1,11,1093.86,2934.07,0,3.67,1095.07,0,1.21,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,"2017/06/23 05:25:04",1095.8,1093.79,,0,,,,0,,,,,,,,,,,,,,,,,,,128.76,1222.55,464.07
D,TRADING,REGIONSUM,4,"2017/06/23 05:30:00",1,TAS1,11,1030.9,2116.81,0,8.71,553.07,0,-477.82,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,180.86,,,,,,,,121.31,,,,,,,,97.05,,,,,,"2017/06/23 05:25:04",1022.7,1030.9,,0.18,,,,50,,,,,,,,,,,,,,,,,,,153.69,1184.59,149.81
D,TRADING,REGIONSUM,4,"2017/06/23 05:30:00",1,VIC1,11,4401.71,9013.51,0,23.39,5284.68,0,882.97,0,,,120.83,,,,,,,,160,,,,,,,,106.58,,,,,,,,59,,,,,,,,134,,,,,,,,112,,,,,,"2017/06/23 05:25:04",4392.88,4419.59,,0,,,,5,,,,,,,,,,,,,,,,,,,285.79,4705.38,595.51
D,TRADING,REGIONSUM,4,"2017/06/23 06:00:00",1,NSW1,12,7955.04,12521.24,0,57.64,7284.44,0,-670.6,0,,,76,,,,,,,,20.26,,,,,,,,16,,,,,,,,258.57,,,,,,,,126.19,,,,,,,,164.34,,,,,,"2017/06/23 05:55:04",7899.78,7959.1,,63.44,,,,58.71,,,,,,,,,,,,,,,,,,,47.08,8006.18,201.24
D,TRADING,REGIONSUM,4,"2017/06/23 06:00:00",1,QLD1,12,5812.81,10441,240,43.72,6426.65,0,613.84,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,43,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/23 05:55:04",5765.97,5816.53,,30.59,,,,56.54,,,,,,,,,,,,,,,,,,,129.9,5946.43,0
D,TRADING,REGIONSUM,4,"2017/06/23 06:00:00",1,SA1,12,1136.55,2913.01,0,8.04,1075.01,0,-61.54,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,"2017/06/23 05:55:04",1135.86,1136.79,,0,,,,0,,,,,,,,,,,,,,,,,,,140.25,1277.04,444.01
D,TRADING,REGIONSUM,4,"2017/06/23 06:00:00",1,TAS1,12,1077.75,2125.38,0,8.32,629.25,0,-448.5,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,156.57,,,,,,,,140.39,,,,,,,,112.31,,,,,,"2017/06/23 05:55:04",1069,1077.75,,25.98,,,,20.5,,,,,,,,,,,,,,,,,,,144.8,1222.55,158.38
D,TRADING,REGIONSUM,4,"2017/06/23 06:00:00",1,VIC1,12,4654.29,8983.23,0,34.35,5241.5,0,587.21,0,,,114.15,,,,,,,,134.86,,,,,,,,61.12,,,,,,,,47.33,,,,,,,,103.12,,,,,,,,93.05,,,,,,"2017/06/23 05:55:04",4633.92,4666.68,,0,,,,19.16,,,,,,,,,,,,,,,,,,,243.54,4910.22,556.9
D,TRADING,REGIONSUM,4,"2017/06/23 06:30:00",1,NSW1,13,8742.4,12520.58,0,119.89,8424.93,0,-317.47,0,,,79.74,,,,,,,,16.67,,,,,,,,16,,,,,,,,198.01,,,,,,,,99.66,,,,,,,,140.4,,,,,,"2017/06/23 06:25:04",8622.32,8745.11,,63.12,,,,60.26,,,,,,,,,,,,,,,,,,,51.4,8796.51,200.58
D,TRADING,REGIONSUM,4,"2017/06/23 06:30:00",1,QLD1,13,6239.29,10441,240,79.37,6731.61,0,492.32,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,104.65,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/23 06:25:04",6156.7,6238.68,,27.38,,,,59.7,,,,,,,,,,,,,,,,,,,126.86,6365.54,0
D,TRADING,REGIONSUM,4,"2017/06/23 06:30:00",1,SA1,13,1226.15,2967.92,0,13.28,1345.63,0,119.48,0,,,0,,,,,,,,8.87,,,,,,,,0,,,,,,,,0,,,,,,,,38.09,,,,,,,,26.82,,,,,,"2017/06/23 06:25:04",1214.56,1227.18,,0,,,,11.57,,,,,,,,,,,,,,,,,,,123.3,1350.48,498.92
D,TRADING,REGIONSUM,4,"2017/06/23 06:30:00",1,TAS1,13,1139.85,2073.26,0,12.37,692.02,0,-447.83,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,164.67,,,,,,,,137.33,,,,,,,,109.86,,,,,,"2017/06/23 06:25:04",1125.87,1139.85,,29.5,,,,20,,,,,,,,,,,,,,,,,,,147.98,1287.83,161.26
D,TRADING,REGIONSUM,4,"2017/06/23 06:30:00",1,VIC1,13,5100.53,8930.65,0,65.03,5273.36,0,172.83,0,,,103.7,,,,,,,,102.68,,,,,,,,34.21,,,,,,,,31.5,,,,,,,,64,,,,,,,,62,,,,,,"2017/06/23 06:25:04",5051.45,5116.72,,0,,,,0,,,,,,,,,,,,,,,,,,,236.8,5353.52,562.65
D,TRADING,REGIONSUM,4,"2017/06/23 07:00:00",1,NSW1,14,9495.56,12368.01,0,99.26,9232.64,0,-262.92,0,,,61.99,,,,,,,,3.27,,,,,,,,3.27,,,,,,,,171.34,,,,,,,,92.37,,,,,,,,123.53,,,,,,"2017/06/23 06:55:04",9373.06,9494.25,,50.17,,,,29.67,,,,,,,,,,,,,,,,,,,61.74,9555.99,188.01
D,TRADING,REGIONSUM,4,"2017/06/23 07:00:00",1,QLD1,14,6605.06,10441,240,79.01,6965.82,0,360.75,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,125.26,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/23 06:55:04",6509.48,6601.96,,27.5,,,,57.67,,,,,,,,,,,,,,,,,,,130.8,6732.76,0
D,TRADING,REGIONSUM,4,"2017/06/23 07:00:00",1,SA1,14,1358.45,3075.52,0,21.72,1621.79,0,263.34,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,40,,,,,,,,30.45,,,,,,"2017/06/23 06:55:04",1338.64,1361.3,,0,,,,1.33,,,,,,,,,,,,,,,,,,,123.67,1484.97,607.52
D,TRADING,REGIONSUM,4,"2017/06/23 07:00:00",1,TAS1,14,1227.51,2074.14,0,16.21,956.94,0,-270.57,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,178.88,,,,,,,,119.11,,,,,,,,95.29,,,,,,"2017/06/23 06:55:04",1203.76,1227.51,,38,,,,38,,,,,,,,,,,,,,,,,,,155.72,1383.23,162.14
D,TRADING,REGIONSUM,4,"2017/06/23 07:00:00",1,VIC1,14,5636.89,8890.63,0,55.44,5555.86,0,-81.03,0,,,110,,,,,,,,0,,,,,,,,0,,,,,,,,39,,,,,,,,63.7,,,,,,,,62,,,,,,"2017/06/23 06:55:04",5576.71,5648.03,,4.33,,,,3.33,,,,,,,,,,,,,,,,,,,223.75,5871.78,564.63
D,TRADING,REGIONSUM,4,"2017/06/23 07:30:00",1,NSW1,15,9960.35,13018.26,0,62.26,9555.24,0,-405.11,0,,,52.85,,,,,,,,1.6,,,,,,,,0,,,,,,,,162,,,,,,,,92.94,,,,,,,,111.49,,,,,,"2017/06/23 07:25:03",9901.8,9956.66,,37.63,,,,27.61,,,,,,,,,,,,,,,,,,,60.37,10017.03,174.26
D,TRADING,REGIONSUM,4,"2017/06/23 07:30:00",1,QLD1,15,6972.44,10441,0,83.79,7279.56,0,307.12,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,100.74,,,,,,,,36,,,,,,,,36,,,,,,"2017/06/23 07:25:03",6874.07,6968.47,,24.87,,,,49.39,,,,,,,,,,,,,,,,,,,129.74,7098.21,0
D,TRADING,REGIONSUM,4,"2017/06/23 07:30:00",1,SA1,15,1494.06,3119.87,0,20.83,1711.25,0,217.19,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,20,,,,,,,,25.42,,,,,,"2017/06/23 07:25:03",1476.05,1496.1,,0,,,,0,,,,,,,,,,,,,,,,,,,127.02,1623.12,651.87
D,TRADING,REGIONSUM,4,"2017/06/23 07:30:00",1,TAS1,15,1311.28,2074.08,0,12.83,1005.1,0,-306.18,0,,,1.23,,,,,,,,0,,,,,,,,0,,,,,,,,214.25,,,,,,,,113.47,,,,,,,,91.5,,,,,,"2017/06/23 07:25:03",1294.23,1311.28,,38,,,,38,,,,,,,,,,,,,,,,,,,157.44,1468.72,162.08
D,TRADING,REGIONSUM,4,"2017/06/23 07:30:00",1,VIC1,15,5995.51,8917.49,0,44.54,6186.25,0,190.75,0,,,111.67,,,,,,,,0,,,,,,,,0,,,,,,,,29.98,,,,,,,,64,,,,,,,,62,,,,,,"2017/06/23 07:25:03",5953.52,6004.89,,19.5,,,,15,,,,,,,,,,,,,,,,,,,210.17,6215.06,578.16
D,TRADING,REGIONSUM,4,"2017/06/23 08:00:00",1,NSW1,16,10366.67,12950.37,0,45.77,9527.61,0,-839.07,0,,,47.1,,,,,,,,0,,,,,,,,0,,,,,,,,184,,,,,,,,98.76,,,,,,,,102.72,,,,,,"2017/06/23 07:55:03",10325.4,10365.27,,35.67,,,,22.63,,,,,,,,,,,,,,,,,,,59.16,10424.43,190.71
D,TRADING,REGIONSUM,4,"2017/06/23 08:00:00",1,QLD1,16,6949.53,10434,0,27.61,7409.77,0,460.24,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,167.88,,,,,,,,30,,,,,,,,30,,,,,,"2017/06/23 07:55:03",6914.49,6947.26,,29.17,,,,47.04,,,,,,,,,,,,,,,,,,,131.82,7079.08,0
D,TRADING,REGIONSUM,4,"2017/06/23 08:00:00",1,SA1,16,1664.94,3154.91,0,18.92,1928.66,0,263.72,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,24.38,,,,,,,,29.15,,,,,,"2017/06/23 07:55:03",1647.82,1668.16,,0,,,,2.33,,,,,,,,,,,,,,,,,,,115.31,1783.47,687.91
D,TRADING,REGIONSUM,4,"2017/06/23 08:00:00",1,TAS1,16,1374,2073.93,0,7.53,1170.33,0,-203.67,0,,,0.41,,,,,,,,0,,,,,,,,0,,,,,,,,111.55,,,,,,,,108.52,,,,,,,,87.21,,,,,,"2017/06/23 07:55:03",1363.83,1374,,31.67,,,,38,,,,,,,,,,,,,,,,,,,157.11,1531.11,161.93
D,TRADING,REGIONSUM,4,"2017/06/23 08:00:00",1,VIC1,16,6327.84,8924.2,0,29.15,6655.84,0,328,0,,,111.54,,,,,,,,0,,,,,,,,0,,,,,,,,39,,,,,,,,64,,,,,,,,60.89,,,,,,"2017/06/23 07:55:03",6303.05,6337.52,,26,,,,20,,,,,,,,,,,,,,,,,,,196.29,6533.81,579.87
D,TRADING,REGIONSUM,4,"2017/06/23 08:30:00",1,NSW1,17,10414.47,12961.02,0,-4.36,9743.94,0,-670.52,0,,,45.47,,,,,,,,0,,,,,,,,0,,,,,,,,181.01,,,,,,,,99.11,,,,,,,,114.15,,,,,,"2017/06/23 08:25:04",10415.26,10415.5,,67.39,,,,31.65,,,,,,,,,,,,,,,,,,,60.23,10475.73,219.02
D,TRADING,REGIONSUM,4,"2017/06/23 08:30:00",1,QLD1,17,6717.37,10424,0,-16.4,7331.83,0,614.46,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,163.74,,,,,,,,27,,,,,,,,27,,,,,,"2017/06/23 08:25:04",6733.4,6719.42,,19.86,,,,40.35,,,,,,,,,,,,,,,,,,,138.35,6857.77,0
D,TRADING,REGIONSUM,4,"2017/06/23 08:30:00",1,SA1,17,1756.99,3204.4,0,10.1,2038.64,0,281.65,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,31.5,,,,,,,,30,,,,,,"2017/06/23 08:25:04",1747.27,1760.78,,0,,,,0,,,,,,,,,,,,,,,,,,,108.16,1868.94,737.4
D,TRADING,REGIONSUM,4,"2017/06/23 08:30:00",1,TAS1,17,1393.32,2071.47,0,0.34,1182.46,0,-210.87,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,118.69,,,,,,,,106.28,,,,,,,,86.17,,,,,,"2017/06/23 08:25:04",1390.61,1393.32,,19,,,,38,,,,,,,,,,,,,,,,,,,155.81,1549.13,159.47
D,TRADING,REGIONSUM,4,"2017/06/23 08:30:00",1,VIC1,17,6496.85,8916.33,0,15.8,6499.4,0,2.55,0,,,103.41,,,,,,,,0,,,,,,,,0,,,,,,,,39,,,,,,,,57.33,,,,,,,,50.89,,,,,,"2017/06/23 08:25:04",6493.54,6507.25,,26,,,,20,,,,,,,,,,,,,,,,,,,183.45,6690.70,543
D,TRADING,REGIONSUM,4,"2017/06/23 09:00:00",1,NSW1,18,10192.92,12993.89,0,-30.84,9624.18,0,-568.75,0,,,43.45,,,,,,,,0,,,,,,,,0,,,,,,,,176.75,,,,,,,,98.19,,,,,,,,123.52,,,,,,"2017/06/23 08:55:04",10236.03,10203.21,,104.46,,,,48.99,,,,,,,,,,,,,,,,,,,55.97,10259.18,253.89
D,TRADING,REGIONSUM,4,"2017/06/23 09:00:00",1,QLD1,18,6514.56,10418,0,-11.61,7224.08,0,709.52,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,161.82,,,,,,,,29.67,,,,,,,,29.67,,,,,,"2017/06/23 08:55:04",6533.19,6520.7,,15.15,,,,17.17,,,,,,,,,,,,,,,,,,,140.81,6661.51,0
D,TRADING,REGIONSUM,4,"2017/06/23 09:00:00",1,SA1,18,1756.18,3192.79,0,-2.07,1981.1,0,224.91,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,39.26,,,,,,,,30,,,,,,"2017/06/23 08:55:04",1759.38,1758.6,,8.8,,,,5.85,,,,,,,,,,,,,,,,,,,92.45,1851.05,726.79
D,TRADING,REGIONSUM,4,"2017/06/23 09:00:00",1,TAS1,18,1301.4,1952.8,0,-5.2,1081.55,0,-219.86,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,127.96,,,,,,,,112.56,,,,,,,,94.8,,,,,,"2017/06/23 08:55:04",1308.67,1301.4,,0,,,,38,,,,,,,,,,,,,,,,,,,153.37,1454.77,161.8
D,TRADING,REGIONSUM,4,"2017/06/23 09:00:00",1,VIC1,18,6388.85,8885.55,0,-4.7,6271.37,0,-117.49,0,,,85.92,,,,,,,,0,,,,,,,,0,,,,,,,,39,,,,,,,,44,,,,,,,,42,,,,,,"2017/06/23 08:55:04",6402.78,6398.35,,26,,,,20,,,,,,,,,,,,,,,,,,,194.28,6592.63,501.55
D,TRADING,REGIONSUM,4,"2017/06/23 09:30:00",1,NSW1,19,10074.43,13108.42,0,-18.46,9436.81,0,-637.62,0,,,56,,,,,,,,0,,,,,,,,0,,,,,,,,166.01,,,,,,,,104.83,,,,,,,,122.62,,,,,,"2017/06/23 09:25:04",10115.9,10089.74,,72.33,,,,36.93,,,,,,,,,,,,,,,,,,,55.38,10145.12,269.42
D,TRADING,REGIONSUM,4,"2017/06/23 09:30:00",1,QLD1,19,6321.15,10408,0,14.17,7129.59,0,808.44,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,148.74,,,,,,,,36,,,,,,,,36,,,,,,"2017/06/23 09:25:04",6326.41,6332.32,,18.52,,,,59.46,,,,,,,,,,,,,,,,,,,132.25,6464.57,0
D,TRADING,REGIONSUM,4,"2017/06/23 09:30:00",1,SA1,19,1678.9,3148.09,0,-5.18,1858.09,0,179.2,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,33.92,,,,,,,,30,,,,,,"2017/06/23 09:25:04",1693.29,1680.46,,0,,,,0,,,,,,,,,,,,,,,,,,,82.92,1763.38,689.09
D,TRADING,REGIONSUM,4,"2017/06/23 09:30:00",1,TAS1,19,1329.11,1952.16,0,-5.64,1111.82,0,-217.28,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,153.02,,,,,,,,111.42,,,,,,,,95.23,,,,,,"2017/06/23 09:25:04",1330.48,1329.11,,5.81,,,,10.28,,,,,,,,,,,,,,,,,,,151.31,1480.42,161.16
D,TRADING,REGIONSUM,4,"2017/06/23 09:30:00",1,VIC1,19,6271.12,8941.37,0,-17.55,6173.54,0,-97.57,0,,,110,,,,,,,,0,,,,,,,,0,,,,,,,,39,,,,,,,,44,,,,,,,,42,,,,,,"2017/06/23 09:25:04",6294.69,6278.22,,23.33,,,,23.33,,,,,,,,,,,,,,,,,,,207.58,6485.80,503.37
D,TRADING,REGIONSUM,4,"2017/06/23 10:00:00",1,NSW1,20,9858.29,13096.45,0,-31.6,9286.68,0,-571.61,0,,,58.89,,,,,,,,0,,,,,,,,0,,,,,,,,262.01,,,,,,,,120.31,,,,,,,,133.96,,,,,,"2017/06/23 09:55:04",9910.91,9874.68,,66.92,,,,34.06,,,,,,,,,,,,,,,,,,,66.99,9941.67,258.45
D,TRADING,REGIONSUM,4,"2017/06/23 10:00:00",1,QLD1,20,6162.85,10402,0,13.64,6952.77,0,789.92,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,62.97,,,,,,,,40,,,,,,,,40,,,,,,"2017/06/23 09:55:04",6163.53,6173.73,,19.33,,,,40.34,,,,,,,,,,,,,,,,,,,133.91,6307.64,0
D,TRADING,REGIONSUM,4,"2017/06/23 10:00:00",1,SA1,20,1613.24,2940.61,0,-7.53,1641.48,0,28.24,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,40,,,,,,,,40,,,,,,,,30,,,,,,"2017/06/23 09:55:04",1625.34,1613.28,,0,,,,0,,,,,,,,,,,,,,,,,,,77.01,1690.29,643.61
