C,SETP.WORLD,DVD_TRADINGINTERCONNECT,AEMO,PUBLIC,2017/07/08,02:20:00,0000000285202926,,0000000285202674
I,TRADING,INTERCONNECTORRES,2,SETTLEMENTDATE,RUNNO,INTERCONNECTORID,PERIODID,METEREDMWFLOW,MWFLOW,MWLOSSES,LASTCHANGED
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 14:30:00",1,V-SA,29,320.66,322.6,20.9,"2017/06/01 14:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 14:30:00",1,VIC1-NSW1,29,-213.74,-229.51,12.68,"2017/06/01 14:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 15:00:00",1,N-Q-MNSP1,30,-110.3,-108.84,1.39,"2017/06/01 14:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 15:00:00",1,NSW1-QLD1,30,-813.44,-818.2,35.83,"2017/06/01 14:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 15:00:00",1,T-V-MNSP1,30,160.4,160.01,2.05,"2017/06/01 14:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 15:00:00",1,V-S-MNSP1,30,26.83,28.5,2.57,"2017/06/01 14:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 15:00:00",1,V-SA,30,341.78,346.17,23.83,"2017/06/01 14:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 15:00:00",1,VIC1-NSW1,30,-276.6,-287.16,17.22,"2017/06/01 14:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 15:30:00",1,N-Q-MNSP1,31,-103.37,-103.65,0.75,"2017/06/01 15:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 15:30:00",1,NSW1-QLD1,31,-756.87,-770.46,28.8,"2017/06/01 15:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 15:30:00",1,T-V-MNSP1,31,198.67,201.34,3.5,"2017/06/01 15:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 15:30:00",1,V-S-MNSP1,31,32.93,30,2.78,"2017/06/01 15:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 15:30:00",1,V-SA,31,339.41,344.09,23.4,"2017/06/01 15:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 15:30:00",1,VIC1-NSW1,31,-254.47,-257.43,15.04,"2017/06/01 15:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 16:00:00",1,N-Q-MNSP1,32,-101.22,-99.67,0.31,"2017/06/01 15:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 16:00:00",1,NSW1-QLD1,32,-738.09,-767.73,26.76,"2017/06/01 15:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 16:00:00",1,T-V-MNSP1,32,228.07,232.55,4.77,"2017/06/01 15:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 16:00:00",1,V-S-MNSP1,32,28.86,25.79,2.27,"2017/06/01 15:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 16:00:00",1,V-SA,32,334.85,321.45,20.3,"2017/06/01 15:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 16:00:00",1,VIC1-NSW1,32,-112.19,-80.95,3.98,"2017/06/01 15:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 16:30:00",1,N-Q-MNSP1,33,-100.35,-101,0.46,"2017/06/01 16:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 16:30:00",1,NSW1-QLD1,33,-731.49,-777.72,26.29,"2017/06/01 16:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 16:30:00",1,T-V-MNSP1,33,201.22,195.99,3.44,"2017/06/01 16:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 16:30:00",1,V-S-MNSP1,33,26.21,23.17,1.98,"2017/06/01 16:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 16:30:00",1,V-SA,33,302.67,305.15,18.07,"2017/06/01 16:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 16:30:00",1,VIC1-NSW1,33,235.48,250.55,-2.77,"2017/06/01 16:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 17:00:00",1,N-Q-MNSP1,34,-101.62,-99.67,0.31,"2017/06/01 16:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 17:00:00",1,NSW1-QLD1,34,-822.95,-779.42,24.54,"2017/06/01 16:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 17:00:00",1,T-V-MNSP1,34,254.45,258.24,6.08,"2017/06/01 16:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 17:00:00",1,V-S-MNSP1,34,29.88,32.11,3.07,"2017/06/01 16:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 17:00:00",1,V-SA,34,363.17,360.15,23.9,"2017/06/01 16:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 17:00:00",1,VIC1-NSW1,34,57.23,60.44,-1.87,"2017/06/01 16:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 17:30:00",1,N-Q-MNSP1,35,-87,-82.74,-1.22,"2017/06/01 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 17:30:00",1,NSW1-QLD1,35,-668.36,-620.63,8.43,"2017/06/01 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 17:30:00",1,T-V-MNSP1,35,242.43,257.83,6.63,"2017/06/01 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 17:30:00",1,V-S-MNSP1,35,45.14,42,4.59,"2017/06/01 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 17:30:00",1,V-SA,35,441.54,435.87,34.5,"2017/06/01 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 17:30:00",1,VIC1-NSW1,35,128.71,236.01,-1.06,"2017/06/01 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 18:00:00",1,N-Q-MNSP1,36,-73.43,-72.99,-1.81,"2017/06/01 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 18:00:00",1,NSW1-QLD1,36,-516.73,-503.76,0.18,"2017/06/01 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 18:00:00",1,T-V-MNSP1,36,360.13,376.75,13.41,"2017/06/01 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 18:00:00",1,V-S-MNSP1,36,30.28,26.1,2.3,"2017/06/01 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 18:00:00",1,V-SA,36,350.25,327.42,17.13,"2017/06/01 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 18:00:00",1,VIC1-NSW1,36,603.38,656.39,9.48,"2017/06/01 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 18:30:00",1,N-Q-MNSP1,37,-75.32,-74.33,-1.73,"2017/06/01 18:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 18:30:00",1,NSW1-QLD1,37,-508.24,-512.29,0.43,"2017/06/01 18:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 18:30:00",1,T-V-MNSP1,37,440.55,443.9,18.77,"2017/06/01 18:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 18:30:00",1,V-S-MNSP1,37,37,33,3.19,"2017/06/01 18:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 18:30:00",1,V-SA,37,383.45,391.32,23.49,"2017/06/01 18:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 18:30:00",1,VIC1-NSW1,37,578.44,562.59,3.31,"2017/06/01 18:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 19:00:00",1,N-Q-MNSP1,38,-72.1,-72.54,-1.83,"2017/06/01 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 19:00:00",1,NSW1-QLD1,38,-536.05,-490.81,-1.2,"2017/06/01 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 19:00:00",1,T-V-MNSP1,38,445.8,439.99,18.44,"2017/06/01 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 19:00:00",1,V-S-MNSP1,38,38.42,34.5,3.4,"2017/06/01 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 19:00:00",1,V-SA,38,400.57,401.48,24.26,"2017/06/01 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 19:00:00",1,VIC1-NSW1,38,478.06,475.56,0.37,"2017/06/01 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 19:30:00",1,N-Q-MNSP1,39,-75.07,-77,-1.6,"2017/06/01 19:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 19:30:00",1,NSW1-QLD1,39,-595.88,-579.97,4.26,"2017/06/01 19:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 19:30:00",1,T-V-MNSP1,39,312.72,285.31,7.43,"2017/06/01 19:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 19:30:00",1,V-S-MNSP1,39,38.22,35.96,3.64,"2017/06/01 19:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 19:30:00",1,V-SA,39,414.2,424.47,27.55,"2017/06/01 19:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 19:30:00",1,VIC1-NSW1,39,503.82,502.82,2.54,"2017/06/01 19:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 20:00:00",1,N-Q-MNSP1,40,-75.05,-75.67,-1.68,"2017/06/01 19:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 20:00:00",1,NSW1-QLD1,40,-555.05,-535.56,1.77,"2017/06/01 19:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 20:00:00",1,T-V-MNSP1,40,322.3,324.89,9.82,"2017/06/01 19:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 20:00:00",1,V-S-MNSP1,40,30.69,24.36,2.06,"2017/06/01 19:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 20:00:00",1,V-SA,40,359.59,343.34,16.53,"2017/06/01 19:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 20:00:00",1,VIC1-NSW1,40,664.93,710.74,18.53,"2017/06/01 19:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 20:30:00",1,N-Q-MNSP1,41,-80.13,-81.96,-1.25,"2017/06/01 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 20:30:00",1,NSW1-QLD1,41,-614.11,-618.06,7.76,"2017/06/01 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 20:30:00",1,T-V-MNSP1,41,335.23,342.24,11.44,"2017/06/01 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 20:30:00",1,V-S-MNSP1,41,18.48,15,1.12,"2017/06/01 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 20:30:00",1,V-SA,41,279.69,281.65,10.61,"2017/06/01 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 20:30:00",1,VIC1-NSW1,41,792.1,791.72,29.26,"2017/06/01 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 21:00:00",1,N-Q-MNSP1,42,-100.48,-105,0.92,"2017/06/01 20:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 21:00:00",1,NSW1-QLD1,42,-832.56,-826.76,29.44,"2017/06/01 20:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 21:00:00",1,T-V-MNSP1,42,254.42,256.45,5.85,"2017/06/01 20:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 21:00:00",1,V-S-MNSP1,42,30.69,30.82,2.95,"2017/06/01 20:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 21:00:00",1,V-SA,42,348.52,373.29,21.29,"2017/06/01 20:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 21:00:00",1,VIC1-NSW1,42,444.67,400.05,1.59,"2017/06/01 20:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 21:30:00",1,N-Q-MNSP1,43,-108.6,-109,1.41,"2017/06/01 21:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 21:30:00",1,NSW1-QLD1,43,-911.51,-882.72,37.92,"2017/06/01 21:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 21:30:00",1,T-V-MNSP1,43,259,270.62,6.56,"2017/06/01 21:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 21:30:00",1,V-S-MNSP1,43,39.85,37.5,3.93,"2017/06/01 21:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 21:30:00",1,V-SA,43,426.75,422.9,28.94,"2017/06/01 21:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 21:30:00",1,VIC1-NSW1,43,126.37,107.35,-1.78,"2017/06/01 21:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 22:00:00",1,N-Q-MNSP1,44,-114.45,-113,1.92,"2017/06/01 21:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 22:00:00",1,NSW1-QLD1,44,-891.2,-886.06,40.47,"2017/06/01 21:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 22:00:00",1,T-V-MNSP1,44,253.42,265.21,6.28,"2017/06/01 21:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 22:00:00",1,V-S-MNSP1,44,40.05,35.24,3.58,"2017/06/01 21:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 22:00:00",1,V-SA,44,409.36,402.49,26.58,"2017/06/01 21:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 22:00:00",1,VIC1-NSW1,44,-106.56,-135.12,6.03,"2017/06/01 21:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 22:30:00",1,N-Q-MNSP1,45,-107.75,-107.67,1.24,"2017/06/01 22:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 22:30:00",1,NSW1-QLD1,45,-833.44,-813.23,32.99,"2017/06/01 22:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 22:30:00",1,T-V-MNSP1,45,313.97,324.99,9.72,"2017/06/01 22:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 22:30:00",1,V-S-MNSP1,45,12.99,7.5,0.47,"2017/06/01 22:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 22:30:00",1,V-SA,45,205.08,188.47,4.59,"2017/06/01 22:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 22:30:00",1,VIC1-NSW1,45,44.4,94.16,-0.98,"2017/06/01 22:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 23:00:00",1,N-Q-MNSP1,46,-94.62,-94.91,-0.18,"2017/06/01 22:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 23:00:00",1,NSW1-QLD1,46,-711.79,-702.66,20.82,"2017/06/01 22:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 23:00:00",1,T-V-MNSP1,46,272.03,262.82,6.22,"2017/06/01 22:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 23:00:00",1,V-S-MNSP1,46,-6.54,-11.56,-0.35,"2017/06/01 22:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 23:00:00",1,V-SA,46,78.65,65.42,0.44,"2017/06/01 22:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 23:00:00",1,VIC1-NSW1,46,34.93,47.34,-0.27,"2017/06/01 22:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 23:30:00",1,N-Q-MNSP1,47,-95.05,-96.02,-0.06,"2017/06/01 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 23:30:00",1,NSW1-QLD1,47,-704.49,-712.09,23.84,"2017/06/01 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 23:30:00",1,T-V-MNSP1,47,326.07,353.12,11.66,"2017/06/01 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 23:30:00",1,V-S-MNSP1,47,-14.48,-16.5,-0.42,"2017/06/01 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 23:30:00",1,V-SA,47,33.3,50.26,0.06,"2017/06/01 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/01 23:30:00",1,VIC1-NSW1,47,-25.34,-72.09,2.55,"2017/06/01 23:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 00:00:00",1,N-Q-MNSP1,48,-107.5,-107.67,1.24,"2017/06/01 23:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 00:00:00",1,NSW1-QLD1,48,-741.18,-778.3,34.58,"2017/06/01 23:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 00:00:00",1,T-V-MNSP1,48,355.77,355.47,11.85,"2017/06/01 23:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 00:00:00",1,V-S-MNSP1,48,7.5,4.5,0.28,"2017/06/01 23:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 00:00:00",1,V-SA,48,150.68,193.77,5.05,"2017/06/01 23:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 00:00:00",1,VIC1-NSW1,48,-169.98,-199.97,8.9,"2017/06/01 23:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 00:30:00",1,N-Q-MNSP1,1,-112.73,-113,1.92,"2017/06/02 00:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 00:30:00",1,NSW1-QLD1,1,-838.6,-834.45,43.63,"2017/06/02 00:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 00:30:00",1,T-V-MNSP1,1,244.47,241.05,5.1,"2017/06/02 00:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 00:30:00",1,V-S-MNSP1,1,8.72,4.5,0.28,"2017/06/02 00:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 00:30:00",1,V-SA,1,193.91,199.64,5.91,"2017/06/02 00:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 00:30:00",1,VIC1-NSW1,1,-138.97,-123.5,3.97,"2017/06/02 00:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 01:00:00",1,N-Q-MNSP1,2,-110.23,-107.67,1.24,"2017/06/02 00:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 01:00:00",1,NSW1-QLD1,2,-800.28,-783.72,38.17,"2017/06/02 00:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 01:00:00",1,T-V-MNSP1,2,119.5,91.22,0.52,"2017/06/02 00:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 01:00:00",1,V-S-MNSP1,2,4.65,1.48,0.09,"2017/06/02 00:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 01:00:00",1,V-SA,2,171.29,161.59,3.82,"2017/06/02 00:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 01:00:00",1,VIC1-NSW1,2,-146.47,-145.07,4.54,"2017/06/02 00:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 01:30:00",1,N-Q-MNSP1,3,-107.6,-109.29,1.45,"2017/06/02 01:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 01:30:00",1,NSW1-QLD1,3,-781.91,-782.81,38.87,"2017/06/02 01:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 01:30:00",1,T-V-MNSP1,3,91.43,95.27,0.59,"2017/06/02 01:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 01:30:00",1,V-S-MNSP1,3,-3.69,-7.5,-0.28,"2017/06/02 01:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 01:30:00",1,V-SA,3,110.37,102.76,1.47,"2017/06/02 01:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 01:30:00",1,VIC1-NSW1,3,-88.7,-55.57,1.09,"2017/06/02 01:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 02:00:00",1,N-Q-MNSP1,4,-112.98,-112.7,1.9,"2017/06/02 01:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 02:00:00",1,NSW1-QLD1,4,-805.46,-818.04,44.27,"2017/06/02 01:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 02:00:00",1,T-V-MNSP1,4,38.02,17.55,0.08,"2017/06/02 01:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 02:00:00",1,V-S-MNSP1,4,-4.91,-4.55,-0.17,"2017/06/02 01:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 02:00:00",1,V-SA,4,82.14,88.46,1.26,"2017/06/02 01:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 02:00:00",1,VIC1-NSW1,4,78.38,75.59,0.1,"2017/06/02 01:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 02:30:00",1,N-Q-MNSP1,5,-110.87,-113,1.92,"2017/06/02 02:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 02:30:00",1,NSW1-QLD1,5,-833.43,-851.67,48.31,"2017/06/02 02:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 02:30:00",1,T-V-MNSP1,5,-97.83,-110.49,1.73,"2017/06/02 02:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 02:30:00",1,V-S-MNSP1,5,-7.56,-11.53,-0.36,"2017/06/02 02:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 02:30:00",1,V-SA,5,50.09,49.55,0.45,"2017/06/02 02:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 02:30:00",1,VIC1-NSW1,5,143.12,158.08,1.11,"2017/06/02 02:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 03:00:00",1,N-Q-MNSP1,6,-117.3,-119.35,2.84,"2017/06/02 02:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 03:00:00",1,NSW1-QLD1,6,-869.8,-883.83,52.34,"2017/06/02 02:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 03:00:00",1,T-V-MNSP1,6,-133.33,-128,2.21,"2017/06/02 02:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 03:00:00",1,V-S-MNSP1,6,-17.33,-18,-0.43,"2017/06/02 02:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 03:00:00",1,V-SA,6,4.88,13.01,0.02,"2017/06/02 02:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 03:00:00",1,VIC1-NSW1,6,258.92,262.47,4.37,"2017/06/02 02:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 03:30:00",1,N-Q-MNSP1,7,-124.47,-126.49,3.96,"2017/06/02 03:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 03:30:00",1,NSW1-QLD1,7,-955.34,-971.93,65.87,"2017/06/02 03:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 03:30:00",1,T-V-MNSP1,7,-143.1,-135.65,2.45,"2017/06/02 03:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 03:30:00",1,V-S-MNSP1,7,-21.19,-23.27,-0.36,"2017/06/02 03:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 03:30:00",1,V-SA,7,-23.72,-26.4,0.22,"2017/06/02 03:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 03:30:00",1,VIC1-NSW1,7,312.86,331.73,7.47,"2017/06/02 03:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 04:00:00",1,N-Q-MNSP1,8,-131.82,-132.27,4.95,"2017/06/02 03:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 04:00:00",1,NSW1-QLD1,8,-1020.41,-1025.55,74.32,"2017/06/02 03:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 04:00:00",1,T-V-MNSP1,8,-145.03,-135.17,2.49,"2017/06/02 03:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 04:00:00",1,V-S-MNSP1,8,-26.07,-25.5,-0.33,"2017/06/02 03:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 04:00:00",1,V-SA,8,-52.04,-39.9,0.39,"2017/06/02 03:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 04:00:00",1,VIC1-NSW1,8,363.46,370.5,9.68,"2017/06/02 03:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 04:30:00",1,N-Q-MNSP1,9,-127.23,-125.94,3.88,"2017/06/02 04:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 04:30:00",1,NSW1-QLD1,9,-999,-990.56,67.01,"2017/06/02 04:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 04:30:00",1,T-V-MNSP1,9,-109.55,-110.43,1.73,"2017/06/02 04:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 04:30:00",1,V-S-MNSP1,9,-21.6,-24,-0.35,"2017/06/02 04:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 04:30:00",1,V-SA,9,-20.28,-26.79,0.2,"2017/06/02 04:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 04:30:00",1,VIC1-NSW1,9,390.62,394.91,10.93,"2017/06/02 04:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 05:00:00",1,N-Q-MNSP1,10,-118.23,-116.88,2.48,"2017/06/02 04:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 05:00:00",1,NSW1-QLD1,10,-869.6,-880.81,48.49,"2017/06/02 04:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 05:00:00",1,T-V-MNSP1,10,-152.38,-158.97,3.26,"2017/06/02 04:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 05:00:00",1,V-S-MNSP1,10,-24.45,-25.33,-0.33,"2017/06/02 04:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 05:00:00",1,V-SA,10,-55.77,-43.07,0.55,"2017/06/02 04:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 05:00:00",1,VIC1-NSW1,10,358.91,338.37,7.84,"2017/06/02 04:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 05:30:00",1,N-Q-MNSP1,11,-110.93,-109,1.41,"2017/06/02 05:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 05:30:00",1,NSW1-QLD1,11,-836.79,-806.4,36.2,"2017/06/02 05:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 05:30:00",1,T-V-MNSP1,11,-192.78,-195.1,4.73,"2017/06/02 05:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 05:30:00",1,V-S-MNSP1,11,-30.35,-33,-0.07,"2017/06/02 05:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/02 05:30:00",1,V-SA,11,-124.51,-115.17,2.96,"2017/06/02 05:25:03"
